source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,id,event_date_formatted,elevation,slope,aspect,clay_percent,sand_percent,silt_percent,bulk_density
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2426,09/13/2010 12:00:00 AM,,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram","Sep 15, 2010  AIZAWL: Lunglei-Lawngtlai road was also blocked by a heavy landslide at =hual\hu village this afternoon. The landslide also washed away the house of Vanlallawma. Luckily all the family members managed to run out of the house before the house collapsed with the pressure. A number of vehicles were stranded on both sides of the road. Among the stranded passengers, the Rajya Sabha Member, Mr. Lalhmingliana and some MNF Party leaders were also there. The Additional DC, Mr. T. Lalduhawma visited the landslide victim and promised that the government will give assistance to the family as per rule.","Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2426.0,India,IN,Mizoram,52728.0,Lunglei,21.89059,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.8416,22.7176,2426,2010-09-13,2096.5,47.31,215.9,39.0,16.1,45.0,1.25
mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/,2436,09/16/2010 03:00:00 AM,,"Taithu village, Churanchandpur district, Mizoram, Manipur","Sep 16, 2010  Rengkai: Landslide struck Taithu village in Churachandpur district of Manipur at around 3.00 AM on Thursday morning and sources said at least 22 people were inside the two houses that were completely destroyed. The village lies in a landslide-prone area and has witnessed several land slips in the past.  Earlier, sources said that at least 22 people were missing in the disaster. However, by 4.15 AM village elders who took a roll call said: “Luckily, no one was hurt in the incident. But the houses of Pu Remvel and Pu Rama were completely destroyed.”  Later, it was learnt that some of the youths were still awake when the landslide struck and they managed to alert their friends. “All of them somehow jumped out safely…some through the windows…some through the doors,” the source said.","Taithu village, Churanchandpur district, Mizoram, Manipur",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2436.0,India,IN,Mizoram,3962.0,Darlawn,38.37584,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.125,24.3069,2436,2010-09-16,1966.6,43.75,320.3,38.0,18.1,44.0,1.25
mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-aizawl-1-house-destroyed/,2437,09/16/2010 12:00:00 AM,,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur","Sep 19, 2010  Meanwhile, Aizawl-Lengpui road remained blocked for the third day because of massive landslide about 3 km away from Lengpui. According to information received from the Engineer in charge, intermittent rainfall and falling of rocks hampered the work.  It is expected to be restored for all types of vehicles tomorrow. Meanwhile the National Highway No. 54 also is blocked by heavy landslide near Rangvamual.","Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2437.0,India,IN,Mizoram,265331.0,Aizawl,3.58713,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.694,23.7527,2437,2010-09-16,1934.1,45.06,103.4,37.7,18.6,43.7,1.25
gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2539,10/03/2010 12:00:00 AM,,"Mosing village, Upper Siang district, Arunachal Pradesh","Ten people were killed and about 300,000 displaced in flash floods and landslides triggered by heavy rains in Arunachal Pradesh. Heavy rains triggered mudslides and flooding in at least three districts of Arunachal Pradesh, washing away bridges, huts and school buildings, besides devastating agriculture crops. ""The devastation caused by the floods and landslides had been extensive with eight people already killed in incidents of house collapse due to landslides, besides snapping road links in many areas."" The casualties were reported early on Saturday in Mosing village in Upper Siang district (of Arunachal Pradesh) bordering China, where several houses got buried under mounds of earth. ","Mosing village, Upper Siang district, Arunachal Pradesh",25km,landslide,downpour,medium,unknown,10.0,,,,,glc,2539.0,India,IN,Arunāchal Pradesh,25581.0,Pāsighāt,28.27407,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.4149,28.3092,2539,2010-10-03,2325.2,43.64,28.5,35.1,22.0,42.9,1.25
e-pao.net,http://e-pao.net/GP.asp?src=23..111010.oct10,2566,10/08/2010 12:00:00 AM,,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Unable to negotiate muddy steep portions on NH-39, over 200 Imphal bound freight trucks including inter-state passenger buses coming from Dimapur side were stranded at Mao area, official reports received here said. A report from Mao police, confirming the report said that the vehicles were stranded as mud brought down by streams piled up on the highway at Sahong village and its nearby areas where minor landslides occurred two days back. Reports said that due to heavy shower in the last few days, landslides occurred at Sahong, Tabu and Pani village under Tadubi police station of Senapati district. The landslides had been cleared but huge masses of mud brought down by the streams have affected the traffic movement.","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,2566.0,India,IN,Nāgāland,92113.0,Kohima,22.04313,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1351,25.4769,2566,2010-10-08,966.6,41.06,90.7,34.1,25.7,40.2,1.25
morungexpress,http://www.morungexpress.com/local/56264.html,2567,10/08/2010 12:00:00 AM,,"Phek, Manipur","Also in Phek, due to incessant rains over the last few weeks apart from the paddy fields, landslides/mudslides occurred at different places of the district head quarter town leading to the damage of houses and properties of the denizens. Several parts of the town face dangerous apprehensions if the rains continue in the same manner. The natural calamity scheme which prove futile to the genuine applicants for the last few years reminds the public leaders of the aggrieved farmers. ","Phek, Manipur",5km,complex,downpour,medium,unknown,0.0,,,,,glc,2567.0,India,IN,Manipur,15118.0,Phek,3.00511,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.4703,25.6633,2567,2010-10-08,1922.5,43.48,139.1,37.6,18.7,43.6,1.25
assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct1110/oth05,2568,10/08/2010 12:00:00 AM,,"Nungba, Tamenglong, Manipur","The traffic along the 220 km Imphal-Jiribam section of the National Highway 53 has also been disturbed due to landslide at Nungba in Tamenglong district. Owing to the landslide, over 200 loaded trucks heading towards Imphal from Jiribam was stranded, police said.  ","Nungba, Tamenglong, Manipur",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2568.0,India,IN,Assam,12871.0,Lakhipur,40.71672,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.4108,24.7679,2568,2010-10-08,1065.5,41.9,94.6,35.0,23.7,41.3,1.25
e-pao.net,http://e-pao.net/GP.asp?src=6..111010.oct10,2569,10/08/2010 12:00:00 AM,,"Bungte Chiru village(?), Senapati district, Manipur","According to a delayed report reaching here atleast six houses have been damaged in landslides that occurred unexpectedly in the morning of October 8 at Bungte Chiru village under Saitu Assembly Constituency of Senapati district.  The report said that out of the six houses, one has been destroyed beyond redemption while the five others have been partially damaged.  Chief of Bungte Chiru village Rihangkha Thanglen said properties worth around Rs 5 lakhs have been destroyed in the landslides.","Bungte Chiru village(?), Senapati district, Manipur",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2569.0,India,IN,Nāgāland,92113.0,Kohima,45.24129,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0212,25.2745,2569,2010-10-08,610.3,41.79,148.4,31.0,32.8,36.2,1.25
e-pao.net,http://e-pao.net/GP.asp?src=6..111010.oct10,2570,10/08/2010 12:00:00 AM,,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur","On the other hand, landslides that occurred along the Langol foothill range following incessant rainfall during the last few days had affected residents of Tharon and Langol Tarung villages.  A team of Thangmeiband Assembly Constituency Development Forum (TACDF) Tribal Committee visited the affected sites to collect first hand report of the devastation and interacted with the affected families today.  Under the initiative of social worker Jyotin Waikhom, the Committee chairman Ajit Panmei handed over Rs 5000 to Amuba Golmei of Tharon village whose house was damaged by the landslide.  The team also visited the houses of Guanbilung Golmei, Dr Athui Gangmei and Chongpu Kom at Langol Tarung village, which have been partially damaged.","Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2570.0,India,IN,Manipur,223523.0,Imphal,4.5122,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9128,24.837,2570,2010-10-08,1800.7,47.64,27.7,36.7,20.6,42.7,1.25
dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,2573,10/09/2010 12:00:00 AM,,"Haflong, Assam","One person has died and both road and railway links between Assam's North Cachar Hills district and the rest of the country has been completely cut-off following continuous heavy rainfall for the last two days, official sources said here today.  One person, identified as 45-year old Isak Indu, died last night when his house was washed away by mudslides in Haflong town.","Haflong, Assam",5km,mudslide,downpour,medium,unknown,1.0,,,,,glc,2573.0,India,IN,Assam,39982.0,Hāflong,1.88273,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.0083,25.1796,2573,2010-10-09,501.3,28.02,39.8,33.0,31.0,36.1,1.25
dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,2574,10/09/2010 12:00:00 AM,,"between Mahur and Maigrandisa(?) or Lumding, Assam","Meanwhile, rail communication has been disrupted with landslides affecting railway tracks at 28 places between Mahur and Maigrandisa in the Lumding-Silchar section with 40metres of track completely washed away.  NF railways have suspended rail services in the section till the tracks can be repaired and restored.","between Mahur and Maigrandisa(?) or Lumding, Assam",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,2574.0,India,IN,Assam,8364.0,Maibong,19.26104,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.1477,25.4749,2574,2010-10-09,1288.9,32.22,357.7,40.4,15.2,44.4,1.25
dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,2575,10/09/2010 12:00:00 AM,,"road between Haflong and Lanka, Assam","Road communication, too, has been disrupted in the district with the road connecting Haflong and Lanka severely damaged, sources said.","road between Haflong and Lanka, Assam",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,2575.0,India,IN,Assam,8364.0,Maibong,28.77268,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.9914,25.5242,2575,2010-10-09,1012.2,41.03,275.2,37.8,20.8,41.4,1.25
e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,2576,10/09/2010 12:00:00 AM,,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur","Owing to landslides, triggered by incessant rainfall, at various points along the National highway vehicular movement on the ImphalDimapur section has come to a grinding halt today.  An informed source said that a massive landslide had washed away substantial portion of the highway at Tobio village, which is about 7 kilometres from Tadubi.  Even though there are reports about clearance of the debris and repairing of the road link at about 4.30 pm today heavy vehicle ceased plying on the route for the day.","NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2576.0,India,IN,Nāgāland,92113.0,Kohima,21.89269,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1399,25.4788,2576,2010-10-09,990.5,41.8,55.6,34.4,25.2,40.4,1.25
e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,2577,10/09/2010 12:00:00 AM,,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",Landslide has also been reported at a spot near Khongnem village while there are at least three landslides at Karong area.,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,2577.0,India,IN,Nāgāland,92113.0,Kohima,29.47352,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.8673,25.5265,2577,2010-10-09,603.8,40.7,40.2,30.9,32.9,36.2,1.25
e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,2578,10/09/2010 12:00:00 AM,,"NH-39 in Karong area, Manipur",Landslide has also been reported at a spot near Khongnem village while there are at least three landslides at Karong area.,"NH-39 in Karong area, Manipur",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2578.0,India,IN,Nāgāland,92113.0,Kohima,40.0566,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0462,25.3179,2578,2010-10-09,1208.3,37.71,172.3,36.3,20.8,42.9,1.25
indianexpress,http://www.indianexpress.com/news/Landslides-cut-off-N-E/695456,2579,10/09/2010 12:00:00 AM,,"Lower Pezielietsie(Tinpati), Kohima, Manipur","Landslides caused by heavy rain damaged several houses and shops in Lower Pezielietsie in Kohima Saturday, rendering several families homeless. A Maruti van was washed away and damaged after it was buried in the debris, reports from Kohima said. ","Lower Pezielietsie(Tinpati), Kohima, Manipur",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,2579.0,India,IN,Nāgāland,92113.0,Kohima,0.88008,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1076,25.682,2579,2010-10-09,936.2,41.72,269.4,33.9,26.3,39.8,1.25
morungexpress,http://www.morungexpress.com/local/56264.html,2587,10/10/2010 06:00:00 AM,,"Lower Chandmari area, PWD department, Kohima, Manipur","Today, a government quarter belonging to PWD department and three private houses in Lower Chandmari area, Kohima started to sink around 6 am. Informing the media, a concerned citizen, Temjentiba, stated “I want to make the concerned authority aware of the damage and arrange necessary measures to help the effected victims who are like you and me. As a responsible citizen I’m sharing this with the rest of the people.” It was estimated that altogether, four houses were completely sunk and damages estimated to be worth 40 to 50 lakhs of rupees.","Lower Chandmari area, PWD department, Kohima, Manipur",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,2587.0,India,IN,Nāgāland,92113.0,Kohima,1.4225,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1072,25.6623,2587,2010-10-10,1117.9,33.65,132.7,35.5,22.6,41.9,1.25
Daily News and Analysis,http://www.dnaindia.com/india/report_tawang-monastery-faces-danger-due-to-landslides_1472890,2743,11/22/2010 12:00:00 AM,,"Tawang Monastery, Arunachal Pradesh","The famous Tawang Monastery in Arunachal Pradesh is under imminent threat of collapse following massive landslides around it.  The 330-year-old monastery, also known as Gaden Namgyal Lhatse, which stands on the spur of a hill about 10,000 feet above sea level, is witnessingmassive landslide around it since Monday, officials said.  The landslide had already damaged the plantation and some electric posts around the monastery located in Twang-chu valley of Tawang district, they said.","Tawang Monastery, Arunachal Pradesh",1km,landslide,unknown,medium,natural_slope,,,,http://blogs.agu.org/landslideblog/files/2010/11/10_11-Tawang-5.jpg,,glc,2743.0,India,IN,Arunāchal Pradesh,4831.0,Tawang,6.76172,01/08/2016 10:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.85672387,27.5798729,2743,2010-11-22,2327.8,37.21,136.6,35.1,21.9,42.9,1.25
