id,sample_type,latitude,longitude,date,slope,clay_percent,rain_day_minus_3_mm,rain_day_minus_2_mm,rain_day_minus_1_mm,rain_event_day_mm,target
7699_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-08-19,1.8,21.0,8.9,14.2,24.0,31.5,0
7701,real_landslide_steep_rain,25.6278,94.1051,2015-08-19,46.67,32.1,4.4,6.2,3.7,22.4,1
7701_dry,real_dry_season_steep_dry,25.6278,94.1051,2015-03-22,46.67,32.1,0.0,0.0,0.0,0.0,0
7701_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-08-19,2.1,22.0,22.5,18.3,12.7,23.3,0
7706,real_landslide_steep_rain,25.0728,92.3636,2015-08-19,44.89,35.0,42.2,48.5,65.3,66.6,1
7706_dry,real_dry_season_steep_dry,25.0728,92.3636,2015-03-22,44.89,35.0,0.0,0.0,0.0,0.0,0
7706_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-08-19,2.4,21.5,15.1,63.1,8.7,18.0,0
7727,real_landslide_steep_rain,25.6263,94.1057,2015-08-20,46.75,31.3,6.2,3.7,22.4,39.7,1
7727_dry,real_dry_season_steep_dry,25.6263,94.1057,2015-03-23,46.75,31.3,0.0,0.0,0.0,0.3,0
7727_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-08-20,1.8,23.0,92.5,17.3,24.2,84.8,0
7728,real_landslide_steep_rain,26.1028,91.8806,2015-08-22,39.72,36.5,49.5,85.1,21.6,28.2,1
7728_dry,real_dry_season_steep_dry,26.1028,91.8806,2015-03-25,39.72,36.5,0.0,0.0,0.2,0.0,0
7728_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-08-22,1.9,22.5,24.4,44.4,102.0,12.0,0
7780,real_landslide_steep_rain,23.3572,92.7878,2015-08-26,37.73,38.6,5.1,9.0,5.2,7.6,1
7780_dry,real_dry_season_steep_dry,23.3572,92.7878,2015-03-29,37.73,38.6,0.0,0.3,0.9,0.4,0
7780_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-08-26,1.7,23.5,87.7,15.5,14.3,13.5,0
7778,real_landslide_steep_rain,23.8447,93.0514,2015-08-26,37.08,34.0,4.4,10.2,7.2,15.3,1
7778_dry,real_dry_season_steep_dry,23.8447,93.0514,2015-03-29,37.08,34.0,0.6,0.1,3.6,0.6,0
7778_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-08-26,1.5,24.0,17.6,12.0,49.9,23.0,0
7836,real_landslide_steep_rain,24.042,92.6724,2015-08-27,34.11,31.1,4.5,7.1,10.2,6.8,1
7836_dry,real_dry_season_steep_dry,24.042,92.6724,2015-03-30,34.11,31.1,0.6,4.4,0.7,1.9,0
7836_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-08-27,1.6,22.0,21.3,23.1,22.0,7.1,0
7887,real_landslide_steep_rain,27.8835,96.9262,2015-08-16,34.95,37.0,4.8,9.4,11.6,12.6,1
7887_dry,real_dry_season_steep_dry,27.8835,96.9262,2015-03-19,34.95,37.0,2.0,2.9,7.3,7.3,0
7887_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-08-16,2.1,22.0,18.0,30.6,9.7,22.5,0
7837,real_landslide_steep_rain,23.7269,92.7265,2015-08-27,42.6,33.5,6.7,10.5,7.3,4.1,1
7837_dry,real_dry_season_steep_dry,23.7269,92.7265,2015-03-30,42.6,33.5,0.5,3.3,0.3,0.5,0
7837_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2015-08-27,1.8,21.0,9.8,6.7,4.6,16.1,0
7910,real_landslide_steep_rain,24.3481,94.1146,2015-08-01,45.75,35.6,36.8,124.3,163.3,17.3,1
7910_dry,real_dry_season_steep_dry,24.3481,94.1146,2015-03-04,45.75,35.6,0.0,0.0,0.2,1.9,0
7910_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-08-01,2.4,21.5,0.0,1.0,2.8,10.8,0
7923,real_landslide_steep_rain,26.49349035,91.72137514,2015-09-01,37.78,33.9,26.9,25.1,51.3,12.3,1
7923_dry,real_dry_season_steep_dry,26.49349035,91.72137514,2015-04-04,37.78,33.9,19.8,31.9,21.8,8.8,0
7923_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2015-09-01,1.8,23.0,22.3,88.9,208.3,6.5,0
7933,real_landslide_steep_rain,26.1868,91.6739,2015-09-01,37.78,36.5,28.5,9.8,86.9,35.3,1
7933_dry,real_dry_season_steep_dry,26.1868,91.6739,2015-04-04,37.78,36.5,9.6,22.8,15.7,7.4,0
7933_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-09-01,1.9,22.5,17.8,41.0,62.4,17.0,0
7956,real_landslide_steep_rain,26.048,91.8695,2015-09-05,41.93,36.3,60.5,54.3,42.4,3.5,1
7956_dry,real_dry_season_steep_dry,26.048,91.8695,2015-04-08,41.93,36.3,4.2,0.4,0.5,0.2,0
7956_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-09-05,1.5,24.0,48.6,21.2,66.4,22.6,0
7972,real_landslide_steep_rain,23.4495,92.8112,2015-08-28,41.54,36.6,5.9,8.2,7.0,1.3,1
7972_dry,real_dry_season_steep_dry,23.4495,92.8112,2015-03-31,41.54,36.6,1.7,0.8,0.5,8.9,0
7972_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2015-08-28,1.7,23.5,14.3,13.5,9.6,6.5,0
8012,real_landslide_steep_rain,25.9703,91.8584,2015-09-06,35.26,40.1,54.3,42.4,3.5,7.7,1
8012_dry,real_dry_season_steep_dry,25.9703,91.8584,2015-04-09,35.26,40.1,0.4,0.5,0.2,2.2,0
8012_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2015-09-06,1.6,22.0,6.4,30.8,23.1,9.8,0
8222,real_landslide_steep_rain,26.1961,91.7825,2016-06-22,31.79,31.5,13.1,3.2,3.8,11.7,1
8222_dry,real_dry_season_steep_dry,26.1961,91.7825,2016-01-24,31.79,31.5,0.0,0.0,0.0,0.1,0
8222_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2016-06-22,1.8,21.0,10.4,19.6,14.5,2.7,0
8223,real_landslide_steep_rain,23.7348,92.7187,2015-09-14,37.78,38.7,9.6,5.6,14.9,10.7,1
8223_dry,real_dry_season_steep_dry,23.7348,92.7187,2015-04-17,37.78,38.7,1.3,0.0,0.0,1.5,0
8223_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2015-09-14,2.1,22.0,28.7,1.7,11.8,22.5,0
8237,real_landslide_steep_rain,27.0136,92.6351,2016-07-01,44.65,29.5,16.9,24.0,21.1,25.6,1
8237_dry,real_dry_season_steep_dry,27.0136,92.6351,2016-02-02,44.65,29.5,0.0,0.0,0.2,0.5,0
8237_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2016-07-01,1.8,23.0,9.9,11.7,23.0,23.4,0
8224,real_landslide_steep_rain,23.7313,92.7187,2015-09-14,35.36,35.7,9.6,5.6,14.9,10.7,1
8224_dry,real_dry_season_steep_dry,23.7313,92.7187,2015-04-17,35.36,35.7,1.3,0.0,0.0,1.5,0
8224_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2015-09-14,2.4,21.5,13.9,18.2,5.5,15.3,0
8339,real_landslide_steep_rain,26.1666,91.7042,2015-09-23,38.99,30.9,84.3,23.7,22.6,30.3,1
8339_dry,real_dry_season_steep_dry,26.1666,91.7042,2015-04-26,38.99,30.9,15.7,4.0,4.1,1.1,0
8339_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2015-09-23,1.9,22.5,23.8,32.6,23.2,95.0,0
8366,real_landslide_steep_rain,25.583,91.893,2015-09-23,45.86,38.1,28.7,50.5,56.4,50.4,1
8366_dry,real_dry_season_steep_dry,25.583,91.893,2015-04-26,45.86,38.1,6.8,19.9,22.4,11.2,0
8366_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2015-09-23,1.5,24.0,17.9,27.5,51.2,51.5,0
8684,real_landslide_steep_rain,25.9611,91.3681,2016-07-07,36.93,37.1,40.2,71.5,73.2,27.2,1
8684_dry,real_dry_season_steep_dry,25.9611,91.3681,2016-02-08,36.93,37.1,0.0,0.1,0.0,0.6,0
8684_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2016-07-07,1.7,23.5,44.5,34.7,23.1,35.7,0
8900,real_landslide_steep_rain,25.0118,94.3136,2016-07-07,32.61,33.2,11.0,16.8,5.3,2.8,1
8900_dry,real_dry_season_steep_dry,25.0118,94.3136,2016-02-08,32.61,33.2,0.0,0.0,0.0,1.0,0
9252,real_landslide_steep_rain,27.5748,91.8644,2016-07-28,37.29,30.8,61.2,22.0,11.6,8.4,1
9252_dry,real_dry_season_steep_dry,27.5748,91.8644,2016-02-29,37.29,30.8,0.9,1.1,1.2,0.0,0
9252_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2016-07-28,1.9,22.5,20.4,23.3,1.7,5.2,0
9335,real_landslide_steep_rain,24.5202,92.7239,2016-05-18,28.51,32.3,8.1,5.5,23.0,28.0,1
9335_dry,real_dry_season_steep_dry,24.5202,92.7239,2015-12-20,28.51,32.3,0.0,0.0,0.0,0.0,0
9335_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2016-05-18,1.7,23.5,80.7,71.6,71.3,52.9,0
9215,real_landslide_steep_rain,27.1758,88.5294,2016-01-14,38.25,36.7,1.1,0.5,0.0,0.0,1
9215_dry,real_dry_season_steep_dry,27.1758,88.5294,2015-08-17,38.25,36.7,12.4,27.6,20.0,76.0,0
9215_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2016-01-14,1.6,22.0,0.0,0.0,0.0,0.3,0
9219,real_landslide_steep_rain,26.0101,94.5282,2016-07-26,46.62,33.2,8.7,47.1,31.8,1.5,1
9219_dry,real_dry_season_steep_dry,26.0101,94.5282,2016-02-27,46.62,33.2,0.0,4.9,0.7,0.7,0
9219_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2016-07-26,1.8,21.0,26.9,12.6,17.6,5.7,0
9220,real_landslide_steep_rain,27.1027,88.1218,2016-07-26,51.21,33.0,91.5,25.6,42.2,172.7,1
9220_dry,real_dry_season_steep_dry,27.1027,88.1218,2016-02-27,51.21,33.0,1.2,0.1,0.0,0.0,0
9220_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2016-07-26,2.1,22.0,8.9,13.9,43.8,83.8,0
9232,real_landslide_steep_rain,23.5397,93.3783,2016-07-28,41.7,32.8,13.9,10.1,16.0,3.1,1
9232_dry,real_dry_season_steep_dry,23.5397,93.3783,2016-02-29,41.7,32.8,0.0,2.4,0.3,0.3,0
9232_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2016-07-28,2.4,21.5,41.6,68.7,6.2,10.8,0
9251,real_landslide_steep_rain,25.8702,94.7844,2016-07-28,39.69,29.2,24.1,6.5,3.8,3.6,1
9251_dry,real_dry_season_steep_dry,25.8702,94.7844,2016-02-29,39.69,29.2,0.4,0.3,0.5,0.1,0
9251_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2016-07-28,1.8,23.0,57.1,41.0,3.8,8.4,0
9334,real_landslide_steep_rain,24.5204,92.7264,2016-05-18,32.0,36.3,8.1,5.5,23.0,28.0,1
9334_dry,real_dry_season_steep_dry,24.5204,92.7264,2015-12-20,32.0,36.3,0.0,0.0,0.0,0.0,0
9334_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2016-05-18,1.5,24.0,63.1,67.8,50.3,51.3,0
9336,real_landslide_steep_rain,24.5308,92.5121,2016-05-18,39.23,31.1,12.5,8.0,30.7,31.7,1
9336_dry,real_dry_season_steep_dry,24.5308,92.5121,2015-12-20,39.23,31.1,0.0,0.0,0.0,0.0,0
9336_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2016-05-18,1.6,22.0,67.5,36.2,17.8,7.9,0
9338,real_landslide_steep_rain,24.4638,92.4943,2016-05-18,31.13,32.2,12.5,8.0,30.7,31.7,1
9338_dry,real_dry_season_steep_dry,24.4638,92.4943,2015-12-20,31.13,32.2,0.0,0.0,0.0,0.0,0
9338_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2016-05-18,1.8,21.0,13.2,62.9,28.2,53.2,0
9404,real_landslide_steep_rain,28.0822,96.5316,2016-05-01,47.33,33.1,24.5,8.7,5.2,7.0,1
9404_dry,real_dry_season_steep_dry,28.0822,96.5316,2015-12-03,47.33,33.1,0.7,4.7,2.3,2.0,0
9404_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2016-05-01,2.1,22.0,2.5,6.4,4.3,10.1,0
9405,real_landslide_steep_rain,26.7223,95.0243,2016-04-19,40.36,35.5,35.1,2.8,22.9,36.6,1
9405_dry,real_dry_season_steep_dry,26.7223,95.0243,2015-11-21,40.36,35.5,1.5,0.0,0.0,0.0,0
9405_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2016-04-19,2.4,21.5,0.1,0.1,1.7,3.7,0
9464,real_landslide_steep_rain,27.5754,91.9754,2016-08-05,42.43,32.3,6.9,1.3,2.6,6.8,1
9464_dry,real_dry_season_steep_dry,27.5754,91.9754,2016-03-08,42.43,32.3,3.1,2.6,8.6,7.4,0
9464_flat,real_monsoon_flat_valley_rain,26.5413,88.7196,2016-08-05,1.8,23.0,6.3,20.1,15.3,10.6,0
9587,real_landslide_steep_rain,26.8692,88.4695,2016-10-12,37.0,33.6,33.7,12.1,29.0,137.1,1
9587_dry,real_dry_season_steep_dry,26.8692,88.4695,2016-05-15,37.0,33.6,9.9,63.2,11.0,8.8,0
9587_flat,real_monsoon_flat_valley_rain,26.6528,92.7926,2016-10-12,1.9,22.5,18.1,14.0,32.7,41.4,0
9603,real_landslide_steep_rain,26.8861,88.1704,2016-10-12,35.49,35.7,41.7,28.8,40.0,63.1,1
9603_dry,real_dry_season_steep_dry,26.8861,88.1704,2016-05-15,35.49,35.7,21.1,34.0,19.5,38.9,0
9603_flat,real_monsoon_flat_valley_rain,26.0207,89.9744,2016-10-12,1.5,24.0,15.0,22.0,12.1,10.8,0
9604,real_landslide_steep_rain,27.2676,88.2891,2016-10-12,52.0,35.2,34.9,6.9,14.0,121.6,1
9604_dry,real_dry_season_steep_dry,27.2676,88.2891,2016-05-15,52.0,35.2,4.9,31.0,8.5,14.1,0
9604_flat,real_monsoon_flat_valley_rain,26.3212,91.0065,2016-10-12,1.7,23.5,7.4,14.4,25.9,16.5,0
9617,real_landslide_steep_rain,26.888,88.2796,2016-10-15,35.93,37.6,63.1,100.2,37.1,0.0,1
9617_dry,real_dry_season_steep_dry,26.888,88.2796,2016-05-18,35.93,37.6,38.9,18.5,11.8,14.4,0
9617_flat,real_monsoon_flat_valley_rain,26.3463,92.6841,2016-10-15,1.6,22.0,46.2,31.7,0.2,0.0,0
9618,real_landslide_steep_rain,26.9343,88.4486,2016-10-15,50.42,36.0,121.6,42.7,6.3,0.0,1
9618_dry,real_dry_season_steep_dry,26.9343,88.4486,2016-05-18,50.42,36.0,14.1,12.5,9.5,6.2,0
9618_flat,real_monsoon_flat_valley_rain,27.4728,94.912,2016-10-15,1.8,21.0,11.2,15.6,0.0,0.0,0
9619,real_landslide_steep_rain,27.1695,88.3664,2016-10-15,48.83,35.5,23.2,89.2,44.9,2.1,1
9619_dry,real_dry_season_steep_dry,27.1695,88.3664,2016-05-18,48.83,35.5,54.0,44.6,16.4,18.9,0
9619_flat,real_monsoon_flat_valley_rain,26.1445,91.7362,2016-10-15,2.1,22.0,39.1,2.8,0.3,0.2,0
9620,real_landslide_steep_rain,27.172,88.5292,2016-10-15,41.33,37.0,121.6,42.7,6.3,0.0,1
9620_dry,real_dry_season_steep_dry,27.172,88.5292,2016-05-18,41.33,37.0,14.1,12.5,9.5,6.2,0
9620_flat,real_monsoon_flat_valley_rain,26.7271,88.3953,2016-10-15,2.4,21.5,137.1,26.4,0.9,0.0,0
